,book_name,author_name,book_genre,year_published,edition_language,avg_rating,no_of_raters,score,no_of_ppl_voted,book_url
970,A Brief History of Seven Killings,Marlon James,Fiction,2014,English,3.87,"24,576",434,5,https://www.goodreads.com/book/show/20893314-a-brief-history-of-seven-killings
971,A Man Without a Country,Kurt Vonnegut,Nonfiction,2007,English,4.07,"36,887",432,5,https://www.goodreads.com/book/show/4979.A_Man_Without_a_Country
972,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,Horror,2001,English,3.67,"8,979",430,6,https://www.goodreads.com/book/show/32703.The_Diary_of_Ellen_Rimbauer
973,Second Glance,Jodi Picoult,Fiction,2004,English,3.79,"40,446",430,6,https://www.goodreads.com/book/show/10911.Second_Glance
974,"Beautiful Chaos (Caster Chronicles, #3)",Kami Garcia,Young Adult,2011,English,3.94,"88,163",429,8,https://www.goodreads.com/book/show/10757833-beautiful-chaos
975,"Everlost (Skinjacker, #1)",Neal Shusterman,Fantasy,2006,English,3.95,"29,140",428,5,https://www.goodreads.com/book/show/688191.Everlost
976,The Dying Animal,Philip Roth,Fiction,2002,English,3.63,"8,113",428,5,https://www.goodreads.com/book/show/29776.The_Dying_Animal
977,"Bloody Jack (Bloody Jack, #1)",L.A. Meyer,Historical,2010,English,4.11,"23,257",426,6,https://www.goodreads.com/book/show/295649.Bloody_Jack
978,Await Your Reply,Dan Chaon,Fiction,2009,English,3.53,"12,827",423,5,https://www.goodreads.com/book/show/6251222-await-your-reply
979,"Mortal Engines (The Hungry City Chronicles, #1)",Philip Reeve,Young Adult,2004,English,3.79,"42,417",423,5,https://www.goodreads.com/book/show/287861.Mortal_Engines
980,Nemesis,Philip Roth,Fiction,2010,English,3.79,"10,989",422,5,https://www.goodreads.com/book/show/7703038-nemesis
981,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",Carlos Ruiz Zafón,Fiction,2012,English,4.01,"56,894",420,5,https://www.goodreads.com/book/show/13623012-the-prisoner-of-heaven
982,"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,Young Adult,2012,English,really,avg,420,5,https://www.goodreads.com/book/show/11594257-under-the-never-sky
983,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,Fantasy,2005,English,4.38,"95,059",419,6,https://www.goodreads.com/book/show/64222.Going_Postal
984,The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,Russell Shorto,History,2005,English,4.14,"7,501",418,5,https://www.goodreads.com/book/show/45000.The_Island_at_the_Center_of_the_World
985,Little Children,Tom Perrotta,Fiction,2005,English,3.62,"28,806",416,6,https://www.goodreads.com/book/show/37426.Little_Children
986,Evolution of Insanity,Haresh Daswani,Psychology,2011,English,4.33,69,416,5,https://www.goodreads.com/book/show/10286585-evolution-of-insanity
987,A Monster Calls,Patrick Ness,Fantasy,2011,English,4.37,"182,475",414,6,https://www.goodreads.com/book/show/8621462-a-monster-calls
988,Einstein: His Life and Universe,Walter Isaacson,Biography,2007,English,4.11,"111,694",413,5,https://www.goodreads.com/book/show/10884.Einstein
989,"Grave Goods (Mistress of the Art of Death, #3)",Ariana Franklin,Historical,2009,English,4.10,"10,224",407,6,https://www.goodreads.com/book/show/3751995-grave-goods
990,"Gone Tomorrow (Jack Reacher, #13)",Lee Child,Thriller,2009,English,4.18,"80,309",406,6,https://www.goodreads.com/book/show/4494917-gone-tomorrow
991,"Dime Store Magic (Women of the Otherworld, #3)",Kelley Armstrong,Fantasy,2007,English,4.08,"31,782",405,7,https://www.goodreads.com/book/show/125926.Dime_Store_Magic
992,"Dead Beat (The Dresden Files, #7)",Jim Butcher,Fantasy,2006,English,4.43,"98,289",405,6,https://www.goodreads.com/book/show/17683.Dead_Beat
993,The Finkler Question,Howard Jacobson,Fiction,2010,English,2.78,"13,433",403,5,https://www.goodreads.com/book/show/8664368-the-finkler-question
994,The One and Only Ivan,Katherine Applegate,Childrens,2012,English,4.27,"113,437",403,6,https://www.goodreads.com/book/show/11594337-the-one-and-only-ivan
995,Catapult Soul,Brian Celio,Cultural,2009,English,3.93,42,400,4,https://www.goodreads.com/book/show/6423085-catapult-soul
996,"Nothing to Lose (Jack Reacher, #12)",Lee Child,Thriller,2008,English,3.91,"48,552",400,6,https://www.goodreads.com/book/show/2211221.Nothing_to_Lose
997,Lullabies for Little Criminals,Heather O'Neill,Fiction,2006,English,3.98,"18,992",400,5,https://www.goodreads.com/book/show/22207.Lullabies_for_Little_Criminals
998,Meditation on Space-Time,Leonard Seet,Nonfiction,2012,English,4.04,25,400,4,https://www.goodreads.com/book/show/15733160-meditation-on-space-time
999,Everyman,Philip Roth,Fiction,2007,English,3.58,"15,395",400,5,https://www.goodreads.com/book/show/50695.Everyman
1000,"Choosing Light: When an Earthquake Buried Me and My Family for 5 Days, I Learned to Fully Live",Viral Dalal,Nonfiction,2017,English,4.21,182,400,4,https://www.goodreads.com/book/show/34091026-choosing-light
1001,A Legacy of Madness: Recovering My Family from Generations of Mental Illness,Tom   Davis,Psychology,2011,English,3.64,171,398,4,https://www.goodreads.com/book/show/12397415-a-legacy-of-madness
1002,Huey Lambert's Walking Nuclear Circus,Jonathan Culver,Fiction,2008,English,3.42,19,398,4,https://www.goodreads.com/book/show/12260599-huey-lambert-s-walking-nuclear-circus
1003,"Die for Me (Revenants, #1)",Amy Plum,Young Adult,2011,English,3.99,"51,449",398,5,https://www.goodreads.com/book/show/9462812-die-for-me
1004,"Home (Gilead, #2)",Marilynne Robinson,Fiction,2008,English,really,avg,398,6,https://www.goodreads.com/book/show/2924318-home
1005,"Lured into Love (Blossom in Winter, #2)",Melanie Martins,Romance,2020,English,4.91,54,397,4,https://www.goodreads.com/book/show/48071603-lured-into-love
1006,"Revelations (Bloodlines, #3)",Lindsay Anne Kendal,Paranormal,2013,English,4.03,270,396,4,https://www.goodreads.com/book/show/11733930-revelations
1007,"Proven Guilty (The Dresden Files, #8)",Jim Butcher,Fantasy,2007,English,4.41,"95,785",396,6,https://www.goodreads.com/book/show/91474.Proven_Guilty
1008,"Will Grayson, Will Grayson",John Green,Young Adult,2010,English,3.79,"308,898",396,5,https://www.goodreads.com/book/show/6567017-will-grayson-will-grayson
1009,"Undressed (The Manhattanites, #2)",Avery Aster,Romance,2013,English,3.63,"2,270",396,4,https://www.goodreads.com/book/show/17553217-undressed
1010,The Violets of March,Sarah Jio,Fiction,2011,English,3.81,"21,814",395,4,https://www.goodreads.com/book/show/9724798-the-violets-of-march
1011,Platform,Michel Houellebecq,Fiction,2004,English,3.80,"15,226",395,4,https://www.goodreads.com/book/show/88514.Platform
1012,"The Immortal Coil (The Immortal Coil, #1)",J. Armand,Fantasy,2015,English,3.48,211,395,4,https://www.goodreads.com/book/show/25131174-the-immortal-coil
1013,The Riddle,Alison Croggon,Fantasy,2006,English,4.10,"20,137",395,6,https://www.goodreads.com/book/show/393145.The_Riddle
1014,"Between the Lines (Between the Lines, #1)",Jodi Picoult,Young Adult,2012,English,3.58,"37,896",394,6,https://www.goodreads.com/book/show/12283261-between-the-lines
1015,"Unscrupulous (The Manhattanites, #1)",Avery Aster,Romance,2013,English,3.70,"1,864",394,4,https://www.goodreads.com/book/show/18214458-unscrupulous
1016,"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich,Mystery,2005,English,4.14,"88,676",393,5,https://www.goodreads.com/book/show/86663.Ten_Big_Ones
1017,Fresh,Dennis Sharpe,unknown,2011,English,4.43,28,393,4,https://www.goodreads.com/book/show/11187936-fresh
1018,"Mindful Being (AoL Mindfulness, #4)",Nataša Nuit Pantović,Spirituality,2015,English,4.76,37,392,4,https://www.goodreads.com/book/show/25609206-mindful-being
1019,"Black House (The Talisman, #2)",Stephen King,Horror,2003,English,4.01,"51,403",391,5,https://www.goodreads.com/book/show/10607.Black_House
1020,(Un) Spoken,Dennis Sharpe,unknown,2010,unknown,4.64,22,391,4,https://www.goodreads.com/book/show/11187937-un-spoken
1021,"Blood Red Road (Dust Lands, #1)",Moira Young,Young Adult,2011,English,3.92,"57,477",389,5,https://www.goodreads.com/book/show/9917938-blood-red-road
1022,"Persuader (Jack Reacher, #7)",Lee Child,Thriller,2008,English,4.10,"60,809",387,5,https://www.goodreads.com/book/show/455941.Persuader
1023,Open,Andre Agassi,Biography,2009,English,4.23,"68,364",387,4,https://www.goodreads.com/book/show/6480781-open
1024,"Requiem for Humanity (Last Days, #1)",Joseph Sweet,Horror,2013,English,4.44,27,386,4,https://www.goodreads.com/book/show/17906995-requiem-for-humanity
1025,"This Book Is Full of Spiders (John Dies at the End, #2)",David  Wong,Horror,2012,English,4.26,"23,063",386,5,https://www.goodreads.com/book/show/12924261-this-book-is-full-of-spiders
1026,The V Girl,Mya Robarts,Romance,2015,English,4.02,"8,719",386,4,https://www.goodreads.com/book/show/25437891-the-v-girl
1027,"Fool's Errand (Tawny Man, #1)",Robin Hobb,Fantasy,2002,English,4.31,"69,113",385,4,https://www.goodreads.com/book/show/68488.Fool_s_Errand
1028,"Shades of Grey (Shades of Grey, #1)",Jasper Fforde,Fantasy,2009,English,4.14,"30,860",384,5,https://www.goodreads.com/book/show/2113260.Shades_of_Grey
1029,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,Mystery,2007,English,3.88,"122,683",384,6,https://www.goodreads.com/book/show/338691.Still_Life
1030,The Hunger Angel,Herta Müller,Fiction,2012,English,3.89,"3,834",383,3,https://www.goodreads.com/book/show/13165142-the-hunger-angel
1031,"John Dies at the End (John Dies at the End, #1)",David  Wong,Horror,2007,English,3.90,"56,381",383,5,https://www.goodreads.com/book/show/1857440.John_Dies_at_the_End
1032,Kerri's War (The King Trilogy #3),Stephen Douglass,Thriller,2011,English,4.58,211,383,4,https://www.goodreads.com/book/show/22842304-kerri-s-war
1033,The History of the Qurʾanic Text from Revelation to Compilation: A Comparative Study with the Old and New Testaments,Muhammad Mustafa al-ʿAzami,Religion,2003,English,4.35,171,382,5,https://www.goodreads.com/book/show/683927.The_History_of_the_Qur_anic_Text_from_Revelation_to_Compilation
1034,"Shopaholic Ties the Knot (Shopaholic, #3)",Sophie Kinsella,Womens Fiction,2004,English,3.77,"100,756",382,6,https://www.goodreads.com/book/show/9419.Shopaholic_Ties_the_Knot
1035,The Gathering (The damnation Chronicles: Book 3),Joseph Sweet,unknown,2011,English,it,avg,382,4,https://www.goodreads.com/book/show/13432288-the-gathering
1036,Redemption (The Damnation Chronicles: book 2),Joseph Sweet,unknown,2010,English,4.67,15,382,4,https://www.goodreads.com/book/show/13432285-redemption
1037,"Slammed (Slammed, #1)",Colleen Hoover,Romance,2012,English,4.27,"197,596",382,5,https://www.goodreads.com/book/show/13372690-slammed
1038,The Damned: Damnation Chronicles: Book One,Joseph Sweet,Fantasy,2008,English,4.05,20,381,4,https://www.goodreads.com/book/show/7984760-the-damned
1039,Calico Jack in your Garden,Karl Wiggins,Humor,2013,English,4.19,172,379,4,https://www.goodreads.com/book/show/21222015-calico-jack-in-your-garden
1040,"The Naming (The Books of Pellinor, #1)",Alison Croggon,Fantasy,2006,English,4.01,"23,438",379,6,https://www.goodreads.com/book/show/393146.The_Naming
1041,Tallgrass,Sandra Dallas,Historical,2007,English,3.87,"9,867",378,6,https://www.goodreads.com/book/show/226113.Tallgrass
1042,"Red Rising (Red Rising, #1)",Pierce Brown,Science Fiction,2014,English,4.27,"205,838",378,5,https://www.goodreads.com/book/show/15839976-red-rising
1043,"Undead and Unemployed (Undead, #2)",MaryJanice Davidson,Paranormal,2004,English,3.93,"32,019",377,5,https://www.goodreads.com/book/show/153193.Undead_and_Unemployed
1044,The Forever War,Dexter Filkins,Nonfiction,2008,English,4.12,"8,820",376,4,https://www.goodreads.com/book/show/2517439.The_Forever_War
1045,"Hateship, Friendship, Courtship, Loveship, Marriage: Stories",Alice Munro,Short Stories,2002,English,4.05,"15,293",376,5,https://www.goodreads.com/book/show/111126.Hateship_Friendship_Courtship_Loveship_Marriage
1046,The Accidental Time Machine,Joe Haldeman,Science Fiction,2007,English,3.70,"7,972",375,4,https://www.goodreads.com/book/show/21608.The_Accidental_Time_Machine
1047,The Caves: Book One - The Event,Melody Laughlin,unknown,2013,English,it,avg,375,4,https://www.goodreads.com/book/show/17909028-the-caves
1048,"Tempted (House of Night, #6)",P.C. Cast,Young Adult,2009,English,3.96,"146,843",374,8,https://www.goodreads.com/book/show/6262365-tempted
1049,Solar,Ian McEwan,Fiction,2010,English,3.25,"22,829",374,5,https://www.goodreads.com/book/show/7140754-solar
1050,The Madonnas of Leningrad,Debra Dean,Historical,2007,English,3.78,"16,207",373,5,https://www.goodreads.com/book/show/179264.The_Madonnas_of_Leningrad
1051,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,Nonfiction,2004,English,4.25,"10,731",373,4,https://www.goodreads.com/book/show/385255.Random_Family
1052,The Harbingers (The damnation Chronicles # 4),Joseph Sweet,unknown,2012,English,4.62,13,373,4,https://www.goodreads.com/book/show/16123396-the-harbingers
1053,Dogshit Saved My Life,Karl Wiggins,Humor,2014,English,4.23,143,373,4,https://www.goodreads.com/book/show/23000635-dogshit-saved-my-life
1054,"The Second Summer of the Sisterhood (Sisterhood, #2)",Ann Brashares,Young Adult,2004,English,3.79,"85,407",370,6,https://www.goodreads.com/book/show/5454.The_Second_Summer_of_the_Sisterhood
1055,Pachinko,Min Jin Lee,Historical,2017,English,4.26,"141,659",370,4,https://www.goodreads.com/book/show/34051011-pachinko
1056,"The Rebels of Ireland (The Dublin Saga, #2)",Edward Rutherfurd,Historical,2007,English,4.09,"5,608",369,5,https://www.goodreads.com/book/show/51433.The_Rebels_of_Ireland
1057,The Mysterious Flame of Queen Loana,Umberto Eco,Fiction,2006,English,3.35,"10,300",369,5,https://www.goodreads.com/book/show/10503.The_Mysterious_Flame_of_Queen_Loana
1058,Cleopatra's Daughter,Michelle Moran,Historical,2009,English,4.11,"24,104",369,5,https://www.goodreads.com/book/show/6340471-cleopatra-s-daughter
1059,"You Suck (A Love Story, #2)",Christopher Moore,Humor,2007,English,3.83,"44,666",369,4,https://www.goodreads.com/book/show/33453.You_Suck
1060,"Seraphina (Seraphina, #1)",Rachel Hartman,Fantasy,2013,English,3.96,"73,122",369,5,https://www.goodreads.com/book/show/19549841-seraphina
1061,NOS4A2,Joe Hill,Horror,2013,English,4.07,"87,029",369,4,https://www.goodreads.com/book/show/15729539-nos4a2
1062,Tinkers,Paul Harding,Fiction,2009,English,3.38,"28,459",369,5,https://www.goodreads.com/book/show/4957350-tinkers
1063,The Sunset Limited,Cormac McCarthy,Fiction,2006,English,3.96,"7,725",368,4,https://www.goodreads.com/book/show/12496.The_Sunset_Limited
1064,The Revolution: A Manifesto,Ron Paul,Politics,2008,English,4.13,"7,028",366,5,https://www.goodreads.com/book/show/2732513-the-revolution
1065,"Grave Sight (Harper Connelly, #1)",Charlaine Harris,Mystery,2006,English,3.86,"58,630",366,7,https://www.goodreads.com/book/show/58077.Grave_Sight
1066,"A Hunger Like No Other (Immortals After Dark, #1)",Kresley Cole,Romance,2006,English,4.20,"61,012",366,6,https://www.goodreads.com/book/show/14384.A_Hunger_Like_No_Other
1067,The Swerve: How the World Became Modern,Stephen Greenblatt,History,2012,English,3.85,"24,913",366,4,https://www.goodreads.com/book/show/13707734-the-swerve
1068,One Crazy Summer,Scott McElhaney,Mystery,2011,English,3.78,151,366,4,https://www.goodreads.com/book/show/13254424-one-crazy-summer
1069,The Murderer's Daughters,Randy Susan Meyers,Fiction,2010,English,3.69,"13,482",365,4,https://www.goodreads.com/book/show/6674372-the-murderer-s-daughters
1070,Is Everyone Hanging Out Without Me?,Mindy Kaling,Nonfiction,2011,English,3.85,"385,770",364,6,https://www.goodreads.com/book/show/10335308-is-everyone-hanging-out-without-me
1071,"Hunger (Gone, #2)",Michael  Grant,Young Adult,2009,English,4.03,"73,508",364,5,https://www.goodreads.com/book/show/5047880-hunger
1072,"Burned (Burned, #1)",Ellen Hopkins,Young Adult,2006,English,4.24,"55,269",364,5,https://www.goodreads.com/book/show/270807.Burned
1073,The Beach House,James Patterson,Mystery,2003,English,3.84,"77,415",363,6,https://www.goodreads.com/book/show/7510.The_Beach_House
1074,"Starcrossed (Starcrossed, #1)",Josephine Angelini,Young Adult,2011,English,4.07,"60,199",363,5,https://www.goodreads.com/book/show/9462795-starcrossed
1075,"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,Fantasy,2012,English,3.90,"89,631",363,5,https://www.goodreads.com/book/show/9565548-grave-mercy
1076,Airman,Eoin Colfer,Young Adult,2008,English,4.14,"18,095",362,4,https://www.goodreads.com/book/show/2049993.Airman
1077,"Tithe (Modern Faerie Tales, #1)",Holly Black,Fantasy,2004,English,3.73,"69,403",362,6,https://www.goodreads.com/book/show/46777.Tithe
1078,Faith,Jennifer Haigh,Fiction,2011,English,3.84,"12,754",362,5,https://www.goodreads.com/book/show/9592213-faith
1079,"Gabriel's Rapture (Gabriel's Inferno, #2)",Sylvain Reynard,Romance,2012,English,4.22,"105,247",362,4,https://www.goodreads.com/book/show/13639050-gabriel-s-rapture
1080,The Enchanted,Rene Denfeld,Fiction,2014,English,3.96,"17,106",362,4,https://www.goodreads.com/book/show/18090147-the-enchanted
1081,"1Q84 #1-2 (1Q84, #1-2)",Haruki Murakami,Fiction,2011,English,4.07,"16,706",362,4,https://www.goodreads.com/book/show/12254379-1q84-1-2
1082,The Marriage Plot,Jeffrey Eugenides,Fiction,2011,English,3.44,"107,913",362,6,https://www.goodreads.com/book/show/10964693-the-marriage-plot
1083,Slow Man,J.M. Coetzee,Fiction,2006,English,3.43,"7,509",361,5,https://www.goodreads.com/book/show/75400.Slow_Man
1084,"Daemon (Daemon, #1)",Daniel Suarez,Science Fiction,2009,English,4.16,"37,345",361,5,https://www.goodreads.com/book/show/4699575-daemon
1085,The Child Thief,Brom,Fantasy,2009,English,4.09,"13,517",361,5,https://www.goodreads.com/book/show/6308379-the-child-thief
